waiting for 1 second sample...
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   6   1  4220   7712 271M  30M  22G  21G 548M   8G      0      0     12      6 
  10   0  3445   5078 265M  30M  22G  21G 548M   8G  24704    193      8      4 
  11   0  2709   3982 273M  30M  22G  21G 549M   8G  14336    112      8      4 
  16   1  5920  10116 269M  30M  22G  21G 550M   8G   3460     28     16      6 
   9   0  1832   1646 239M  30M  22G  21G 550M   8G  31073    243 128559    142 
  13   1  6803  12127 285M  28M  22G  21G 552M   8G    384      3     20     10 
   8   0  1853   1494 275M  28M  22G  21G 552M   8G  48847    382      0      0 
  13   1  6629  11818 285M  28M  22G  21G 554M   8G      0      0     12      6 
   7   0  1543   1699 264M  28M  22G  21G 554M   8G  21376    167      8      4 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  50   1  5701   6883 269M  28M  22G  21G 554M   8G      0      0 188628    215 
   3   0  2919   4945 274M  27M  22G  21G 555M   8G  11904     93      8      4 
   9   0  1796   1548 272M  26M  22G  21G 555M   8G  40152    314      0      0 
  15   1  7537  12983 279M  26M  22G  21G 557M   8G  14596    115    128     13 
  11   0  3539   5507 277M  26M  22G  21G 558M   8G  15375    120     12      6 
  16   0  5010   7371 287M  26M  22G  21G 559M   8G  37248    291      8      4 
  10   1  5777  10109 271M  26M  22G  21G 560M   8G      0      0 130279    164 
   9   0  1762   1629 280M  26M  22G  21G 560M   8G  33731    264      0      0 
  13   1  6311  11270 274M  26M  22G  21G 562M   8G      0      0    116      8 
  13   0  2223   1885 229M  26M  22G  21G 562M   8G  45696    357      8      4 
  15   0  4067   6705 276M  26M  22G  21G 563M   8G      0      0      8      4 
  65   0  3975   2420 270M  26M  22G  21G 563M   8G      0      0 145464    195 
   4   1  4640   8586 262M  26M  22G  21G 564M   8G      0      0      8      4 
  12   0  2360   1959 290M  26M  22G  21G 564M   8G  53124    416    124      6 
  12   1  7341  13229 269M  26M  22G  21G 566M   8G      0      0     20     10 
   9   0  1892   1841 241M  26M  22G  21G 566M   8G  34432    269      8      4 
   5   0  1530   2144 272M  26M  22G  21G 566M   8G   1792     14 140564    167 
  16   0  6825  10971 243M  26M  22G  21G 568M   8G  32768    256      8      4 
  15   1  6218  10946 280M  26M  22G  21G 570M   8G      0      0     12      6 
   6   0  1967   1776 231M  26M  22G  21G 570M   8G  49792    389     88      6 
  12   0  3084   4858 232M  26M  22G  21G 570M   8G   5380     43     16      6 
  68   0  5213   4581 234M  26M  22G  21G 571M   8G      0      0 176500    201 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   6   0  4481   7899 228M  26M  22G  21G 572M   8G   8064     63     12      6 
  13   0  1953   1718 284M  25M  22G  21G 572M   8G  34688    271      0      0 
  11   1  6888  12091 297M  22M  22G  21G 574M   8G      0      0 151232    203 
   7   0  2334   3118 283M  22M  22G  21G 574M   8G   3976     33 303248    401 
  17   1  2611   1824 250M  22M  22G  21G 574M   8G  34560    270 452036    510 
   2   0   752   1302 250M  22M  22G  21G 574M   8G      0      0      4      1 
  12   3  6828  14160   2G  22M  20G  18G 544M   8G      0      0     20     11 
  18   0  2640   1971   2G  22M  20G  18G 544M   8G  55552    434      0      0 
  12   1  6591  11845   2G  22M  20G  19G 544M   8G      0      0    124      6 
  16   0  3205   3502   2G  22M  20G  19G 544M   8G  42756    335     16      6 
  30   1  5301   7942   2G  22M  20G  19G 544M   8G      0      0      8      4 
  39   0  4824   6261   2G  22M  20G  19G 544M   8G      0      0      4      2 
   8   0  1746   1895   2G  22M  20G  19G 544M   8G  28160    220      8      4 
   9   0  5810  10448   2G  22M  20G  19G 544M   8G      0      0     12      6 
  10   0  2136   1895   2G  22M  20G  19G 544M   8G  49024    383     76      6 
  15   1  5676  10903   2G  22M  20G  19G 544M   8G      0      0      8      4 
  11   0  2119   1891   2G  22M  20G  19G 544M   8G  45824    358      8      4 
   6   0  1161   1341   2G  22M  20G  19G 544M   8G  14720    115      0      0 
  34   1  7208  11438   2G  22M  20G  19G 545M   8G      0      0     12      6 
   7   1  4580   7907   2G  22M  20G  19G 545M   8G   9348     74     72      8 
  10   0  3776   6030   1G  22M  20G  19G 545M   8G  15104    118     12      6 
  10   1  4188   6433   1G  22M  20G  19G 545M   8G  27136    212      8      4 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  60   0  3531   1543   1G  22M  20G  19G 545M   8G  22144    173      0      0 
  12   0  1291   1414   1G  22M  20G  19G 545M   8G   4992     39      0      0 
  17   1  8339  14076   1G  22M  20G  19G 545M   8G  18816    147     84     16 
   8   0  1433   1513   1G  22M  20G  19G 545M   8G  21376    167      0      0 
  20   1  6841  13936   1G  22M  21G  19G 545M   8G  20608    161     24     12 
  11   0  2641   3819   1G  22M  21G  19G 545M   8G  15108    119     16      6 
   9   1  6012  10156   1G  22M  21G  19G 545M   8G  22761    178     12      6 
  11   0  2376   2879   1G  22M  21G  19G 545M   8G  27163    221     76      6 
  10   1  6050  10783   1G  22M  21G  19G 545M   8G   3072     30      8      4 
  11   0  1709   1654   1G  22M  21G  20G 546M   8G  22784    213      0      0 
  19   1  7440  11910   1G  22M  21G  20G 546M   8G  30848    279     16      8 
  10   0  3339   5175   1G  22M  21G  20G 546M   8G  16896    137     12      6 
  59   0  5437   6082   1G  22M  21G  20G 546M   8G      0      0     52      2 
   7   0  2776   3680   1G  22M  21G  20G 546M   8G  36612    287  10312     50 
   6   0  2150   3245   1G  22M  21G  20G 546M   8G  12160     95     12      6 
  18   1  7229  11936   1G  22M  21G  20G 546M   8G  22656    177     16      8 
  14   1  4958   8878   1G  22M  21G  20G 546M   8G   9088     71     16      8 
  26   0  2455   1604   1G  22M  21G  20G 546M   8G  37888    296      0      0 
  11   1  6535  11325   1G  22M  21G  20G 547M   8G      0      0 213620    456 
   5   0  1268   1671   1G  22M  21G  20G 547M   8G  13824    108      8      4 
  11   0  2930   4365   1G  22M  21G  20G 547M   8G  15104    118      8      4 
  14   1  5838   9888 967M  22M  21G  20G 547M   8G   7684     61     20      8 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   9   0  1902   1595 922M  22M  21G  20G 547M   8G  46080    360      0      0 
  42   0  3791   3704 909M  22M  21G  20G 547M   8G      0      0 122120    187 
  31   0  6388   9994 857M  22M  21G  20G 547M   8G      0      0      4      1 
   7   0  2735   3775 804M  22M  21G  20G 547M   8G  40832    319     12      7 
  15   1  5445  11564 726M  22M  22G  20G 547M   8G  15616    122     20     10 
  14   0  4088   6511 684M  22M  22G  20G 547M   8G  12032     94     12      6 
  13   1  4757   6503 609M  22M  22G  20G 547M   8G  46592    364 156188    161 
   9   0  4182   7486 572M  22M  22G  20G 547M   8G      4      1     16      6 
  16   1  3587   4922 532M  22M  22G  20G 547M   8G  24960    195      8      4 
  11   1  6453  11647 469M  22M  22G  21G 548M   8G      0      0      8      4 
  11   0  2284   1955 417M  22M  22G  21G 548M   8G  53067    415      8      4 
  12   0  4096   7087 383M  22M  22G  21G 548M   8G      0      0     92      8 
  13   1  4990   7487 311M  22M  22G  21G 548M   8G  36188    283  75209     84 
  29   0  2452   2504 303M  22M  22G  21G 548M   8G   1025      8     12      6 
  27   1  6185   9962 251M  22M  22G  21G 550M   8G      0      0      0      0 
   7   0  1692   1753 234M  22M  22G  21G 550M   8G  33280    260      8      4 
  13   1  6597  11807 233M  21M  22G  21G 552M   8G      4      1     92      6 
   2   0  1503   1550 229M  21M  22G  21G 552M   8G  25984    203 198564    203 
  10   0  1536   1502 233M  21M  22G  21G 552M   8G  23680    185      0      0 
  12   1  6570  11747 243M  21M  22G  21G 553M   8G   1152      9     20     10 
   8   0  1312   1533 232M  21M  22G  21G 553M   8G  21760    170      0      0 
  12   0  6353  11258 227M  21M  22G  21G 555M   8G   4352     34    112     12 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   8   0  1955   1583 295M  21M  22G  21G 555M   8G  44672    349 125600    138 
  12   0  6217  11119 234M  21M  22G  21G 556M   8G      0      0     12      6 
   7   0  1460   1664 295M  21M  22G  21G 556M   8G  18944    148      8      4 
  10   1  5244   9334 245M  21M  22G  21G 558M   8G      4      1     16      6 
  49   0  3185   1850 269M  21M  22G  21G 558M   8G  18688    146      8      4 
  12   0  1772   1452 237M  21M  22G  21G 558M   8G  32512    254  50532     51 
  12   1  4061   8783 271M  21M  22G  21G 559M   8G      0      0 134501    161 
  16   1  3882   7350 262M  21M  22G  21G 560M   8G  16657    130     16      8 
   9   0  1696   1494 228M  21M  22G  21G 560M   8G  35200    275      0      0 
  15   1  7470  13270 276M  21M  22G  21G 562M   8G      0      0     20     10 
  11   0  1889   1938 247M  21M  22G  21G 562M   8G  29312    229      8      4 
   4   0  1533   2424 278M  21M  22G  21G 562M   8G      0      0 148140    157 
  19   1  6827  11373 239M  21M  22G  21G 564M   8G  37252    292     16      6 
  13   1  3607   6162 276M  21M  22G  21G 565M   8G  10112     79     12      6 
  14   1  4110   5940 283M  21M  22G  21G 566M   8G  46464    363      8      4 
  14   0  4735   8156 277M  21M  22G  21G 567M   8G      0      0      8      4 
  62   0  5307   5695 270M  21M  22G  21G 567M   8G      4      1 171544    172 
   5   0  1947   2590 236M  21M  22G  21G 568M   8G  27648    216     16      8 
  13   0  3680   9613 268M  21M  22G  21G 569M   8G      0      0      8      4 
  15   1  3346   4079 276M  21M  22G  21G 569M   8G  52533    410      8      4 
  12   1  6900  12306 273M  21M  22G  21G 571M   8G    132      2     24     10 
   8   0  1518   1679 262M  21M  22G  21G 571M   8G  17280    135 106060    105 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  11   0  5627   9775 281M  21M  22G  21G 572M   8G      0      0  88688     96 
   7   0  2050   1737 230M  21M  22G  21G 573M   8G  52992    414      8      4 
  17   1  7245  12686 278M  21M  22G  21G 575M   8G    256      2     20     10 
  11   0  1808   1588 237M  21M  22G  21G 575M   8G  34432    269      0      0 
  54   0  5698   6925 277M  20M  22G  21G 576M   8G      0      0     12      6 
   5   0  3312   5767 249M  21M  22G  21G 576M   8G      0      0 126588    136 
  11   0  2088   1910 273M  20M  22G  21G 576M   8G  40320    315      4      2 
  14   1  5967  10564 269M  20M  22G  21G 578M   8G      0      0      8      4 
  15   1  4199   5228 305M  20M  22G  21G 578M   8G  55044    431     16      6 
  14   1  5010   8616 248M  20M  22G  21G 579M   8G      0      0      8      4 
  20   1  4689   6188 238M  20M  22G  21G 580M   8G  36096    282 119056    195 
   8   0  2331   3828 275M  20M  22G  21G 581M   8G      0      0     12      6 
   9   1  5439   9448 249M  20M  22G  21G 582M   8G  14208    111      8      4 
   8   0  1437   1491 305M  20M  22G  21G 582M   8G  22656    177      0      0 
  18   1  7984  12775 233M  20M  22G  21G 584M   8G  44672    349     24     12 
  22   0  1989   1949 295M  20M  22G  21G 584M   8G   1540     13 120032    157 
  34   0  6822  10461 271M  20M  22G  21G 586M   8G   7552     59      8      4 
  13   0  1740   1683 250M  20M  22G  21G 586M   8G  21248    166      0      0 
  10   1  7232  13115 275M  19M  22G  21G 587M   8G      0      0     20     10 
  11   0  2208   1836 301M  19M  22G  21G 588M   8G  53888    421      8      4 
  13   0  1442   1666 301M  19M  22G  21G 588M   8G      0      0 145296    191 
  12   3  7471  13322   2G  19M  19G  18G 528M   8G   1280     10     20     11 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   8   0  1941   1680   2G  19M  19G  18G 528M   8G  49664    388      0      0 
  14   1  7031  12553   2G  19M  19G  18G 528M   8G      4      1     24     10 
   8   0  1624   1852   2G  19M  20G  18G 528M   8G  21248    166      8      4 
  14   1  6370  11211   2G  19M  20G  18G 528M   8G      0      0  55392     70 
   6   0  1909   1799   2G  19M  20G  18G 528M   8G  42752    334  76064     88 
  61   0  3379   1498   2G  19M  20G  18G 528M   8G  11648     91      0      0 
  12   0  4685   8191   2G  19M  20G  18G 528M   8G      0      0     12      6 
   5   0  3982   6332   2G  19M  20G  18G 528M   8G  27776    217     16      8 
   9   0  1526   1484   2G  19M  20G  18G 528M   8G  25216    197     80      2 
  17   1  6998  12013   2G  19M  20G  18G 528M   8G      0      0 179396    215 
   5   0  2221   3414   2G  19M  20G  19G 528M   8G  16512    129     12      7 
  11   0  1518   1530   2G  19M  20G  19G 529M   8G  20352    159      0      0 
  18   1  8163  14311   2G  19M  20G  19G 529M   8G      4      1     16      6 
  10   0  1968   1809   2G  19M  20G  19G 529M   8G  41600    325      8      4 
  10   1  6083  10640   2G  19M  20G  19G 529M   8G      0      0 128360    152 
   9   0  1936   1809   2G  19M  20G  19G 529M   8G  40232    314      8      4 
   7   0  2886   4780   2G  19M  20G  19G 530M   8G  10240     80      8      4 
  60   1  7225   9462   1G  19M  20G  19G 531M   8G      0      0      4      2 
  18   0  1899   2137   1G  19M  20G  19G 531M   8G   3968     31      8      4 
   8   0  2628   3736   1G  19M  20G  19G 532M   8G  17518    137 130014    151 
   7   1  4511   7974   1G  19M  20G  19G 533M   8G      0      0  82246    116 
  10   0  2082   1849   1G  19M  20G  19G 533M   8G  49540    388      8      3 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  11   0  5196   9140   1G  19M  20G  19G 534M   8G   1664     13      8      4 
  12   0  2847   4255   1G  19M  20G  19G 535M   8G   9472     74      8      4 
  11   1  4523   7575   1G  20M  20G  19G 535M   8G  11520     90    100      6 
   7   0  3275   5301   1G  20M  20G  19G 536M   8G   8704     68 122100    153 
  14   0  2071   1662   1G  20M  20G  19G 536M   8G  43776    342      0      0 
  10   1  6696  12186   1G  20M  21G  19G 538M   8G      0      0     12      6 
  13   0  2209   1893   1G  20M  21G  19G 538M   8G  45614    356      8      4 
  31   0  4049   5422   1G  20M  21G  19G 539M   8G      0      0     12      6 
  40   1  5882   8325   1G  20M  21G  19G 540M   8G      4      1 148376    239 
   8   0  1921   2640   1G  20M  21G  19G 540M   8G  16128    126      8      5 
  12   0  4839   8339   1G  20M  21G  19G 541M   8G  10628     84      8      4 
  12   0  3501   4627   1G  20M  21G  19G 542M   8G  40960    320      8      4 
  13   0  2831   4200   1G  20M  21G  19G 542M   8G  12416     97      8      4 
  11   1  5658   9962   1G  20M  21G  19G 543M   8G      0      0 130048    275 
   8   0  1612   1707   1G  20M  21G  20G 544M   8G  26368    206      4      3 
  14   1  6885  12176   1G  20M  21G  20G 545M   8G      0      0     12      6 
  11   0  2156   1815   1G  20M  21G  20G 545M   8G  49536    387      8      4 
  12   0  4441   7673 979M  20M  21G  20G 546M   8G      4      1     12      4 
  13   1  5171   7294 896M  20M  21G  20G 547M   8G  48896    382    100     10 
   6   0  2468   4142 878M  20M  21G  20G 548M   8G      4      1 146282    178 
